modLLIDs	row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
3559	ENSG00000164068	ENSG00000164068	895.3926653	0.499679435	0.179661513	2.781226918	0.005415387	0.036302501
3564	ENSG00000185614	ENSG00000185614	24.45463857	-0.388415553	0.21691892	-1.790602465	0.073357111	0.193617494
3578	ENSG00000214706	ENSG00000214706	149.0369153	0.195552201	0.147586943	1.324996615	0.185172274	0.355196704
3579	ENSG00000186792	ENSG00000186792	23.19060059	0.753739306	0.264945085	2.844888801	0.004442693	0.032219802
3584	ENSG00000068028	ENSG00000068028	453.3115839	-0.347429937	0.079581606	-4.365706537	1.27E-05	0.00127319
3600	ENSG00000164081	ENSG00000164081	225.7819992	-0.137809198	0.079165981	-1.740762842	0.081725158	0.207418168
3636	ENSG00000016864	ENSG00000016864	82.98107759	-0.109403339	0.119154455	-0.918164069	0.358532977	0.544000216
3642	ENSG00000243696	ENSG00000243696	6.371344564	-0.817000413	0.349789777	-2.335689795	0.019507415	NA
3655	ENSG00000113812	ENSG00000113812	148.9731659	0.012532087	0.08261966	0.151684081	0.879436113	0.932838667
3656	ENSG00000113811	ENSG00000113811	168.2113654	0.274512226	0.162408478	1.690257977	0.090978611	0.223100657
3668	ENSG00000239388	ENSG00000239388	28.15145741	-0.367589785	0.226490843	-1.62297857	0.104593986	0.245528534
3693	ENSG00000163632	ENSG00000163632	16.87801184	-0.184962523	0.289968864	-0.63787029	0.523558119	NA
3702	ENSG00000163376	ENSG00000163376	40.11994026	-0.255324455	0.176331763	-1.447977672	0.147623295	0.306494155
3740	ENSG00000169379	ENSG00000169379	42.17448923	-0.175694104	0.154848619	-1.134618475	0.256535209	0.437731419
3743	ENSG00000178694	ENSG00000178694	162.8781103	0.107940318	0.104101884	1.036871892	0.299795565	0.486862366
3766	ENSG00000184220	ENSG00000184220	39.03726205	-0.213148899	0.211312609	-1.008689922	0.313123367	0.499572946
3865	ENSG00000051341	ENSG00000051341	21.18307117	0.704622407	0.302440235	2.329790563	0.019817223	0.082773389
3970	ENSG00000091527	ENSG00000091527	841.959805	0.191722255	0.051189514	3.745342368	0.000180148	0.005314098
3974	ENSG00000154917	ENSG00000154917	46.15825101	0.229750976	0.203779952	1.127446414	0.259553784	0.440813969
3994	ENSG00000114098	ENSG00000114098	405.7966667	0.155525474	0.059989494	2.592545186	0.009526867	0.051778938
4028	ENSG00000188582	ENSG00000188582	3.506467098	0.511531405	0.645259102	0.79275349	0.427921459	NA
4030	ENSG00000175040	ENSG00000175040	388.7807691	0.056473453	0.10105626	0.558831809	0.576276512	0.731814313
4034	ENSG00000114698	ENSG00000114698	9.168949495	0.380641924	0.521387365	0.730055904	0.465356014	NA
4060	ENSG00000181788	ENSG00000181788	1245.332459	0.838989675	0.21899577	3.831077084	0.000127584	0.00447723
4067	ENSG00000138271	ENSG00000138271	1.864938873	0.984860844	0.703362777	1.400217464	0.161448208	NA
4095	ENSG00000174891	ENSG00000174891	116.7107724	0.169266569	0.104648826	1.617472226	0.105776386	0.247611947
4113	ENSG00000169251	ENSG00000169251	97.06139488	-0.144003253	0.13126449	-1.097046531	0.272621052	0.456673281
4132	ENSG00000008952	ENSG00000008952	525.4423297	0.232378211	0.122800532	1.892322507	0.058448024	0.166618653
4134	ENSG00000173889	ENSG00000173889	1411.321209	0.011359452	0.0519189	0.218792229	0.826811901	0.90199563
4135	ENSG00000163558	ENSG00000163558	92.8285457	-0.078628085	0.113196961	-0.694613039	0.487297839	0.658922635
4153	ENSG00000177565	ENSG00000177565	833.7418122	0.029773137	0.06006862	0.495652089	0.620139896	0.764189163
4156	ENSG00000172667	ENSG00000172667	214.3857682	-0.058966624	0.093128019	-0.633178119	0.526617333	0.693538509
4173	ENSG00000043093	ENSG00000043093	423.1547751	0.255147802	0.123616163	2.064032692	0.039014617	0.128642989
4181	ENSG00000180834	ENSG00000180834	28.16933224	-0.471530019	0.19864855	-2.373689707	0.017611343	0.076369957
4182	ENSG00000175193	ENSG00000175193	120.9472388	0.055067002	0.107143387	0.513956142	0.607282655	0.755351029
4189	ENSG00000161203	ENSG00000161203	2121.921497	0.493584128	0.148418087	3.325633278	0.000882179	0.012706169
4195	ENSG00000175166	ENSG00000175166	605.3214267	0.205404839	0.08171215	2.513761289	0.011945126	0.059730709
4211	ENSG00000073792	ENSG00000073792	758.4323507	0.765369726	0.254790715	3.003915291	0.002665295	0.02384567
4216	ENSG00000113838	ENSG00000113838	68.22304932	-0.219388465	0.13593632	-1.613906161	0.106547782	0.248773729
4217	ENSG00000090520	ENSG00000090520	108.381261	0.128571856	0.101377088	1.268253602	0.204707401	0.377900668
4267	ENSG00000072274	ENSG00000072274	479.7771344	0.572923238	0.158998828	3.603317356	0.000314182	0.007256421
4274	ENSG00000145107	ENSG00000145107	3.81873791	-0.603110406	0.508108041	-1.186972764	0.235238364	NA
4278	ENSG00000185798	ENSG00000185798	50.4045314	-0.011217736	0.163999576	-0.068401007	0.94546642	0.97149753
4302	ENSG00000174227	ENSG00000174227	549.2423626	-0.128784403	0.051420952	-2.504512216	0.012262037	0.06059374
4312	ENSG00000145214	ENSG00000145214	467.3876054	-0.251581586	0.084545978	-2.975677744	0.002923419	0.025233269
4334	ENSG00000123933	ENSG00000123933	924.0890296	0.032409625	0.073595826	0.440373134	0.65966688	0.793923407
4338	ENSG00000125386	ENSG00000125386	569.4544029	0.083839526	0.059161724	1.417124463	0.156446541	0.318308332
4341	ENSG00000087274	ENSG00000087274	2225.172822	0.203499125	0.089132962	2.283096179	0.022424704	0.08997434
4369	ENSG00000179010	ENSG00000179010	806.0269711	0.230551212	0.075896758	3.037695111	0.00238395	0.022349058
4385	ENSG00000087008	ENSG00000087008	182.4685839	-0.08403617	0.085763742	-0.979856614	0.327156902	0.513012743
4480	ENSG00000134962	ENSG00000134962	20.07226935	-0.295228898	0.280636312	-1.051998212	0.29280037	0.47934287
4535	ENSG00000145216	ENSG00000145216	91.76589714	0.16341233	0.103743302	1.575160287	0.115219451	0.261996106
4557	ENSG00000249693	ENSG00000249693	6.400869056	0.336702994	0.60676571	0.554914341	0.578953252	NA
4560	ENSG00000084093	ENSG00000084093	553.7892924	-0.011564328	0.055838158	-0.207104401	0.835928325	0.907486692
4610	ENSG00000173542	ENSG00000173542	220.9458457	-0.007794345	0.105040893	-0.074202961	0.94084889	0.968942528
4617	ENSG00000132466	ENSG00000132466	1227.686479	0.123477765	0.071274408	1.732427783	0.083197425	0.209976154
4638	ENSG00000174796	ENSG00000174796	101.119371	-0.086303806	0.113163183	-0.762649157	0.44567266	0.623499044
4659	ENSG00000118816	ENSG00000118816	3750.455716	0.328584406	0.122292557	2.686871654	0.007212466	0.043130941
4666	ENSG00000138756	ENSG00000138756	457.3865471	0.366128905	0.123444213	2.965946276	0.003017532	0.025631579
4675	ENSG00000138669	ENSG00000138669	6.339727538	-0.068114014	0.415670728	-0.163865312	0.869837175	NA
4684	ENSG00000189308	ENSG00000189308	176.9586048	0.018589069	0.085807012	0.216638115	0.82849038	0.903053712
4685	ENSG00000138663	ENSG00000138663	65.58816174	-0.163056877	0.149288639	-1.092225623	0.274733943	0.458970048
4700	ENSG00000163633	ENSG00000163633	27.04602549	0.12166992	0.202316962	0.601382696	0.547585121	0.709620042
4701	ENSG00000172493	ENSG00000172493	1821.717475	0.474105883	0.093722326	5.058622651	4.22E-07	0.000198765
4713	ENSG00000118777	ENSG00000118777	28.30371258	0.808812175	0.362220868	2.232925398	0.025553864	0.09773928
4722	ENSG00000180346	ENSG00000180346	31.79474041	-0.141895195	0.223873216	-0.633819434	0.526198669	0.693414362
4724	ENSG00000145335	ENSG00000145335	3278.061977	0.688708151	0.26081167	2.640633955	0.008275107	0.047316226
4737	ENSG00000168785	ENSG00000168785	1092.510314	0.667025632	0.22318523	2.988663861	0.002802002	0.024581133
4763	ENSG00000145354	ENSG00000145354	77.09645731	0.317729101	0.190854275	1.664773297	0.095957993	0.231164379
4766	ENSG00000164039	ENSG00000164039	12.33559691	-0.651930104	0.280432903	-2.324727585	0.020086531	NA
4767	ENSG00000138778	ENSG00000138778	14.53911869	0.216570336	0.323786861	0.66886697	0.503580342	NA
4773	ENSG00000138785	ENSG00000138785	27.53022601	-0.008457874	0.19223083	-0.04399853	0.964905575	0.981647423
4789	ENSG00000138802	ENSG00000138802	448.398507	0.036197434	0.064178714	0.564009964	0.572747351	0.728860993
4825	ENSG00000164109	ENSG00000164109	16.68960644	-0.200046078	0.25994458	-0.76957203	0.441553802	NA
4865	ENSG00000109390	ENSG00000109390	45.33182129	-0.018835288	0.122100721	-0.154260254	0.877404535	0.931798167
4886	ENSG00000250361	ENSG00000250361	89.41463757	0.778729928	0.278306827	2.79809855	0.005140443	0.03536047
4887	ENSG00000170180	ENSG00000170180	44.42026387	0.216983004	0.31484685	0.689170001	0.490716293	0.662250113
4889	ENSG00000164162	ENSG00000164162	27.79382629	-0.070631778	0.191977498	-0.367916961	0.712935153	0.82876156
4902	ENSG00000164168	ENSG00000164168	180.4081789	-0.088549587	0.087259224	-1.014787699	0.310207039	0.496906111
4915	ENSG00000109670	ENSG00000109670	466.041289	0.071600685	0.062177108	1.151560232	0.249501831	0.430142767
4919	ENSG00000137460	ENSG00000137460	55.36547252	0.587566164	0.194042029	3.028035564	0.002461491	0.022785268
4922	ENSG00000121210	ENSG00000121210	919.4006447	0.032424185	0.056653099	0.572328525	0.567099428	0.724575685
4925	ENSG00000145423	ENSG00000145423	90.2281889	1.024401318	0.294917022	3.473523883	0.000513672	0.009600452
4976	ENSG00000145439	ENSG00000145439	140.5426023	-0.096252372	0.097210332	-0.990145486	0.322103013	0.508748144
4989	ENSG00000164117	ENSG00000164117	78.3662077	-0.036044511	0.112894271	-0.319276704	0.749516696	0.853482385
5000	ENSG00000109674	ENSG00000109674	42.6251173	0.269419594	0.285132936	0.944891172	0.344714439	0.530500068
5019	ENSG00000151729	ENSG00000151729	28.9489049	-0.284478328	0.20516089	-1.386610908	0.16556044	0.329606865
5023	ENSG00000186352	ENSG00000186352	28.33362552	-0.264460425	0.20855548	-1.268057901	0.204777274	0.377921764
5024	ENSG00000109775	ENSG00000109775	43.94882375	-0.08490851	0.142074007	-0.597635784	0.550082982	0.711752125
5047	ENSG00000249915	ENSG00000249915	429.9738807	0.039588511	0.064439431	0.614352273	0.538982567	0.703390838
5059	ENSG00000174358	ENSG00000174358	31.23725719	2.005172782	0.581325882	3.449309317	0.000562023	0.010087231
5066	ENSG00000145494	ENSG00000145494	89.70654302	0.114419236	0.126832493	0.902128736	0.366988485	0.552055871
5073	ENSG00000133398	ENSG00000133398	106.0756919	0.055988351	0.103882452	0.538958697	0.589915355	0.741716033
5087	ENSG00000145495	ENSG00000145495	1173.027138	0.08190563	0.057139445	1.433434127	0.151733811	0.311468952
5090	ENSG00000112977	ENSG00000112977	445.3025906	0.334128752	0.130281394	2.564669768	0.010327404	0.05456218
5096	ENSG00000154122	ENSG00000154122	1145.479476	0.376941601	0.128082309	2.942963817	0.003250864	0.026875639
5171	ENSG00000198865	ENSG00000198865	8.237534007	-0.480519583	0.36387904	-1.320547573	0.186652264	NA
5226	ENSG00000188725	ENSG00000188725	55.07308576	-0.003969909	0.159623304	-0.024870488	0.980158267	0.989858827
5257	ENSG00000085231	ENSG00000085231	8.267507361	0.025650859	0.373902101	0.068603142	0.945305518	NA
5281	ENSG00000145741	ENSG00000145741	964.6058778	0.559806484	0.126284307	4.43290617	9.30E-06	0.001080472
5296	ENSG00000152359	ENSG00000152359	81.06678023	-0.208999728	0.132462625	-1.577801493	0.114611221	0.261016953
5309	ENSG00000171530	ENSG00000171530	71.22339088	0.222424433	0.125238529	1.776006431	0.075731857	0.197494169
5348	ENSG00000153140	ENSG00000153140	14.20913943	0.051636868	0.331387905	0.155820014	0.876174894	NA
5350	ENSG00000113356	ENSG00000113356	16.97909958	-0.302111841	0.260616692	-1.159219077	0.246366897	NA
5366	ENSG00000164292	ENSG00000164292	80.59176666	0.121759287	0.146890036	0.828914544	0.407152765	0.588454377
5368	ENSG00000118985	ENSG00000118985	137.2632815	0.364927593	0.124385083	2.933853364	0.003347823	0.027426488
5386	ENSG00000112874	ENSG00000112874	6.522187582	-0.263325091	0.452064714	-0.582494238	0.560233822	NA
5388	ENSG00000145743	ENSG00000145743	227.0011245	-0.016317103	0.083141024	-0.196258144	0.84440812	0.912479259
5447	ENSG00000173926	ENSG00000173926	97.21325321	0.428090433	0.15731995	2.721145243	0.006505617	0.040487048
5462	ENSG00000158985	ENSG00000158985	1363.724112	-0.054686584	0.052490694	-1.041833892	0.297488698	0.484688249
5476	ENSG00000113525	ENSG00000113525	1.277349746	-0.825208763	0.883429732	-0.934096662	0.350254034	NA
5527	ENSG00000078795	ENSG00000078795	25.23083235	0.045968974	0.22703482	0.202475436	0.83954506	0.909543761
5539	ENSG00000120738	ENSG00000120738	39.36774479	0.735382235	0.220082342	3.3413959	0.000833583	0.012280198
5578	ENSG00000170445	ENSG00000170445	180.9804504	-0.089507675	0.075121679	-1.19150258	0.233456344	0.411162964
5580	ENSG00000146007	ENSG00000146007	482.8954768	0.663116248	0.155863284	4.254473726	2.10E-05	0.001559093
5614	ENSG00000120329	ENSG00000120329	5.206103165	-0.579549033	0.360363982	-1.608232403	0.107784289	NA
5620	ENSG00000253910	ENSG00000253910	8.43222004	-0.812912041	0.409025062	-1.987438219	0.046873856	NA
5624	ENSG00000253537	ENSG00000253537	6.979083456	-0.171897155	0.4834359	-0.355573831	0.722159744	NA
5638	ENSG00000171720	ENSG00000171720	148.8457564	-0.081602753	0.078251224	-1.042830376	0.29702686	0.484275216
5642	ENSG00000156453	ENSG00000156453	41.19444469	0.03307985	0.288662062	0.11459715	0.908764439	0.950821889
5645	ENSG00000013561	ENSG00000013561	251.3212504	0.246109342	0.152203976	1.616970516	0.105884645	0.247668104
5689	ENSG00000183111	ENSG00000183111	34.87796285	0.458200494	0.289265472	1.584013778	0.113190584	0.259339018
5711	ENSG00000145908	ENSG00000145908	14.88653624	-0.149238855	0.310928258	-0.479978423	0.631242736	NA
5713	ENSG00000145901	ENSG00000145901	2586.018692	0.409388743	0.095305855	4.295525653	1.74E-05	0.001491399
5722	ENSG00000177556	ENSG00000177556	146.4971647	-0.028537405	0.10783908	-0.264629531	0.791294869	0.877590799
5729	ENSG00000164574	ENSG00000164574	716.1085845	0.153059872	0.065051712	2.352895363	0.018627875	0.079447175
5732	ENSG00000155506	ENSG00000155506	1240.232064	0.201617915	0.076871008	2.622808279	0.008720833	0.048796024
5733	ENSG00000170271	ENSG00000170271	1021.752418	0.582747287	0.250163383	2.329466769	0.019834351	0.082773389
5736	ENSG00000082515	ENSG00000082515	41.62611756	-0.119503061	0.170766371	-0.69980442	0.484049454	0.655888126
5740	ENSG00000145850	ENSG00000145850	9.204816182	-0.664393349	0.339668745	-1.956003777	0.050464709	NA
5767	ENSG00000164611	ENSG00000164611	10.74145042	0.40910324	0.306927372	1.332899171	0.182564895	NA
5823	ENSG00000122203	ENSG00000122203	204.4054822	0.056322787	0.094317814	0.597159588	0.550400837	0.711854656
5827	ENSG00000175416	ENSG00000175416	342.8390044	0.380953117	0.129398136	2.944038676	0.003239595	0.0268224
5834	ENSG00000048140	ENSG00000048140	188.2104833	0.189524879	0.100980937	1.876838187	0.060540275	0.170633295
5838	ENSG00000113761	ENSG00000113761	180.9196576	0.065863461	0.085962531	0.766188024	0.443564433	0.622037871
5892	ENSG00000113300	ENSG00000113300	316.9340702	-0.023918727	0.063255901	-0.37812641	0.70533669	0.823593377
5924	ENSG00000137267	ENSG00000137267	340.3168396	1.59820489	0.470959776	3.393506141	0.00069004	0.0111462
5927	ENSG00000137266	ENSG00000137266	314.9291986	0.020454036	0.098373824	0.207921528	0.83529024	0.907212866
5934	ENSG00000153046	ENSG00000153046	455.4068743	0.562619468	0.149021653	3.775420919	0.000159738	0.005019
5956	ENSG00000111846	ENSG00000111846	86.41726652	0.303434818	0.14095695	2.152677234	0.031344054	0.111256249
5978	ENSG00000010017	ENSG00000010017	227.2208587	0.115876846	0.081496715	1.421859104	0.155067157	0.316651765
5979	ENSG00000050393	ENSG00000050393	101.3063315	0.004261396	0.119853649	0.035554996	0.971637194	0.985635145
5980	ENSG00000180537	ENSG00000180537	45.28531432	0.769804426	0.520040863	1.480276805	0.138799391	0.294641682
5981	ENSG00000112149	ENSG00000112149	42.85599836	-0.075765899	0.185684927	-0.408034729	0.683248178	0.808078344
5985	ENSG00000137198	ENSG00000137198	1259.159526	0.96065345	0.275267949	3.489884871	0.000483229	0.009305522
6010	ENSG00000112294	ENSG00000112294	172.482563	0.086580614	0.190515162	0.454455241	0.6495012	0.786083945
6014	ENSG00000112308	ENSG00000112308	2050.595356	0.238544465	0.082598818	2.887988854	0.003877136	0.029868376
6016	ENSG00000260286	ENSG00000260286	9.918789905	-0.208337674	0.378782759	-0.550018894	0.582306414	NA
6043	ENSG00000158373	ENSG00000158373	380.8347398	0.319815953	0.102578356	3.117772262	0.001822236	0.019024253
6044	ENSG00000274290	ENSG00000274290	100.9164295	0.657778688	0.148252327	4.436886097	9.13E-06	0.001080472
6048	ENSG00000277224	ENSG00000277224	132.5830837	0.238245712	0.117219804	2.032469799	0.042106118	0.134877255
6068	ENSG00000146109	ENSG00000146109	219.3706035	-0.061220315	0.086833807	-0.705028577	0.480792452	0.653482067
6080	ENSG00000196747	ENSG00000196747	6.539801818	0.287292887	0.398175993	0.721522372	0.470588181	NA
6081	ENSG00000278828	ENSG00000278828	485.3471526	0.44457768	0.149774721	2.968309182	0.00299443	0.025509068
6098	ENSG00000196812	ENSG00000196812	43.98702717	-0.0515722	0.180507334	-0.285706951	0.775102581	0.868755704
6101	ENSG00000187626	ENSG00000187626	69.21773521	-0.010907485	0.119092529	-0.09158832	0.927025132	0.961350101
6103	ENSG00000197062	ENSG00000197062	46.48762728	-0.176268919	0.148895986	-1.183839294	0.236476684	0.414978742
6105	ENSG00000137338	ENSG00000137338	7.381396246	-0.484307203	0.386512032	-1.253019732	0.210198526	NA
6142	ENSG00000204613	ENSG00000204613	133.1276541	0.583424707	0.260827907	2.236818579	0.0252982	0.097064503
6155	ENSG00000204564	ENSG00000204564	74.26551364	-0.363104797	0.128536955	-2.824905862	0.004729451	0.033393048
6185	ENSG00000204498	ENSG00000204498	55.11331618	-0.030036736	0.125600723	-0.23914461	0.810993451	0.891698374
6193	ENSG00000204463	ENSG00000204463	2609.17519	0.433873903	0.179697176	2.41447257	0.015758009	0.071113689
6216	ENSG00000204392	ENSG00000204392	42.05925816	-0.124529008	0.162673222	-0.765516327	0.443964148	0.622375688
6222	ENSG00000204385	ENSG00000204385	14.98621223	-0.107666897	0.503288758	-0.213926687	0.830604229	NA
6228	ENSG00000204356	ENSG00000204356	147.7060007	0.138001958	0.083798488	1.646831125	0.099592762	0.237342896
6243	ENSG00000204308	ENSG00000204308	151.8302762	0.31958329	0.121054343	2.639998544	0.008290638	0.047337136
6255	ENSG00000237541	ENSG00000237541	40.76672793	0.708839812	0.512158364	1.384024674	0.1663509	0.33056477
6293	ENSG00000161904	ENSG00000161904	700.9190058	-0.043338655	0.051492829	-0.841644473	0.399986988	0.58216017
6303	ENSG00000196821	ENSG00000196821	603.5258351	0.172541887	0.079179719	2.179117203	0.029322963	0.106329657
6343	ENSG00000137193	ENSG00000137193	6603.082237	0.500093919	0.194295733	2.573880092	0.010056512	0.053543639
6345	ENSG00000065491	ENSG00000065491	242.065316	0.197034139	0.152896677	1.288675093	0.197511065	0.369089188
6348	ENSG00000198937	ENSG00000198937	29.85683624	-0.068825768	0.183476453	-0.375120439	0.707570897	0.824564181
6365	ENSG00000112212	ENSG00000112212	29.26180927	0.357216954	0.225658099	1.583000808	0.11342128	0.259665155
6403	ENSG00000112640	ENSG00000112640	200.7418698	-0.054928065	0.075281956	-0.729631209	0.46561564	0.641633744
6407	ENSG00000044090	ENSG00000044090	147.6960626	-0.259788146	0.091710388	-2.832701419	0.004615648	0.032945692
6429	ENSG00000096080	ENSG00000096080	47.70996453	-0.059253286	0.13678953	-0.433171209	0.664890394	0.797353001
6433	ENSG00000137216	ENSG00000137216	1304.399868	0.57102068	0.229824768	2.484591563	0.012970015	0.062622609
6449	ENSG00000001561	ENSG00000001561	73.55585051	-0.344029116	0.167590441	-2.052796765	0.040092292	0.130488646
6450	ENSG00000112796	ENSG00000112796	14.62628153	-0.712130353	0.397662392	-1.790791301	0.073326792	NA
6466	ENSG00000146085	ENSG00000146085	76.34914164	-0.147005208	0.128366137	-1.145202394	0.252125327	0.433141216
6470	ENSG00000112077	ENSG00000112077	16.79129537	0.431922012	0.421043975	1.025835869	0.304968956	NA
6496	ENSG00000112146	ENSG00000112146	881.4736099	0.544392489	0.162159086	3.357150701	0.000787502	0.011866944
6499	ENSG00000001084	ENSG00000001084	184.7147029	0.065825345	0.120160738	0.547810758	0.583821851	0.737287537
6501	ENSG00000137269	ENSG00000137269	14.13798524	-0.781085994	0.295382993	-2.644316065	0.008185618	NA
6514	ENSG00000112208	ENSG00000112208	18.56618505	-0.448802431	0.269492002	-1.665364568	0.095840044	0.231009016
6528	ENSG00000154079	ENSG00000154079	24.2329079	0.101747444	0.21092674	0.48238286	0.629533995	0.771720714
6560	ENSG00000118402	ENSG00000118402	10.42389916	0.057803038	0.387822031	0.149045267	0.881517914	NA
6578	ENSG00000135318	ENSG00000135318	63.01528816	-0.499312105	0.178944993	-2.790310575	0.00526575	0.035741439
6592	ENSG00000135336	ENSG00000135336	87.9775969	-0.025610527	0.106819564	-0.239755022	0.810520177	0.89134709
6597	ENSG00000146278	ENSG00000146278	3503.566438	0.26423297	0.081897019	3.226405218	0.001253557	0.01544161
6621	ENSG00000112234	ENSG00000112234	303.468443	-0.05030138	0.077364126	-0.650189987	0.515569508	0.684089745
6652	ENSG00000112335	ENSG00000112335	879.0276884	0.650102175	0.174962523	3.715665294	0.00020267	0.005676477
6653	ENSG00000135537	ENSG00000135537	28.2235913	-0.124294178	0.214704142	-0.578909084	0.56265052	0.721022359
6654	ENSG00000118689	ENSG00000118689	3207.744041	0.668168356	0.174844375	3.821503306	0.000132641	0.004572796
6670	ENSG00000004809	ENSG00000004809	19.85111998	0.326355675	0.263214498	1.239884875	0.215017979	0.390120793
6731	ENSG00000111906	ENSG00000111906	72.07285006	-0.166856279	0.152482714	-1.094263571	0.273839398	0.45798845
6808	ENSG00000164440	ENSG00000164440	12.71540183	0.284633599	0.343624223	0.828328099	0.407484714	NA
6838	ENSG00000055208	ENSG00000055208	1103.881954	0.230363506	0.071210789	3.234952316	0.00121663	0.015261286
6841	ENSG00000131013	ENSG00000131013	148.8381682	0.0301602	0.078476557	0.384321147	0.700740436	0.819651782
6916	ENSG00000060762	ENSG00000060762	85.5553896	-0.074487854	0.108397965	-0.687170224	0.491975466	0.663112082
6942	ENSG00000112592	ENSG00000112592	111.4125616	-0.129231663	0.097455358	-1.326060105	0.184819789	0.354782006
6952	ENSG00000240230	ENSG00000240230	260.2860925	-0.155094501	0.070933721	-2.186470679	0.028781188	0.105479143
6955	ENSG00000164849	ENSG00000164849	101.7054951	0.448216225	0.20469414	2.189687623	0.028546899	0.105169962
6957	ENSG00000178381	ENSG00000178381	83.39693973	0.038408912	0.13467446	0.285198187	0.77549231	0.868755704
6959	ENSG00000164877	ENSG00000164877	40.5138875	0.48602072	0.24314403	1.998900489	0.045619122	0.141466208
6967	ENSG00000106268	ENSG00000106268	51.02378266	0.085451122	0.165324902	0.51686782	0.605248433	0.754374516
6968	ENSG00000106266	ENSG00000106266	136.2057295	0.050826208	0.108744845	0.467389588	0.640221171	0.779330938
6969	ENSG00000106263	ENSG00000106263	712.8089772	0.233549938	0.099928944	2.337160081	0.019430862	0.081698574
6971	ENSG00000275572	ENSG00000275572	4.737863626	-0.676546103	0.452043675	-1.496638801	0.134487268	NA
6977	ENSG00000146535	ENSG00000146535	739.5735235	0.354803015	0.187281955	1.894485854	0.05816055	0.165955201
6987	ENSG00000157954	ENSG00000157954	902.9464661	0.224245263	0.087498937	2.562834132	0.010382163	0.054683115
6999	ENSG00000086232	ENSG00000086232	1991.855684	0.665225637	0.196291926	3.388960766	0.00070158	0.01122147
7002	ENSG00000008256	ENSG00000008256	94.70810108	-0.376456496	0.129800025	-2.90028061	0.003728287	0.029278387
7010	ENSG00000236609	ENSG00000236609	37.23834633	-0.336159735	0.183016758	-1.83677024	0.066243821	0.180325809
7018	ENSG00000106399	ENSG00000106399	52.1789091	-0.037065285	0.145709739	-0.254377541	0.7992039	0.883113173
7030	ENSG00000122644	ENSG00000122644	79.41978555	0.119910183	0.196946606	0.608846151	0.54262642	0.706435901
7063	ENSG00000122550	ENSG00000122550	103.7722489	-0.081838389	0.108828747	-0.751992386	0.452055638	0.628774816
7076	ENSG00000172115	ENSG00000172115	122.4959969	-0.279700346	0.087627927	-3.191908758	0.00141336	0.016418436
7077	ENSG00000153790	ENSG00000153790	43.61118613	-0.291501675	0.153764493	-1.895767154	0.057990841	0.165551318
7099	ENSG00000153814	ENSG00000153814	387.6988037	0.395103843	0.155107226	2.547294882	0.010856165	0.056396412
7121	ENSG00000240583	ENSG00000240583	23.17201757	1.185304324	0.370642241	3.197974201	0.001383967	0.01627136
7128	ENSG00000106355	ENSG00000106355	27.60032113	-0.033570887	0.214154177	-0.156760367	0.875433709	0.930776765
7133	ENSG00000164610	ENSG00000164610	37.21205393	-0.062110859	0.165808126	-0.374594782	0.707961854	0.824611073
7157	ENSG00000168303	ENSG00000168303	118.3155162	0.149233205	0.104037543	1.434416847	0.151453343	0.311110519
7161	ENSG00000136197	ENSG00000136197	12.87849129	-0.012526996	0.316384303	-0.039594241	0.968416619	NA
7172	ENSG00000078967	ENSG00000078967	40.67979619	-0.141320875	0.163616213	-0.863733933	0.387734068	0.570845549
7176	ENSG00000122678	ENSG00000122678	319.2579856	-0.192677807	0.073195188	-2.632383527	0.008478809	0.04806779
7186	ENSG00000158604	ENSG00000158604	443.3981947	-0.0527053	0.056850552	-0.927085106	0.353882348	0.539590258
7221	ENSG00000154978	ENSG00000154978	755.4885701	0.0103419	0.05864667	0.176342495	0.860024879	0.921460266
7254	ENSG00000154710	ENSG00000154710	46.39002347	-0.007109965	0.161057185	-0.044145595	0.964788349	0.981647423
7269	ENSG00000106635	ENSG00000106635	188.9203766	0.099994551	0.076738038	1.303063677	0.192553023	0.363538626
7291	ENSG00000274070	ENSG00000274070	83.88915013	0.245015423	0.187738392	1.305089603	0.191862339	0.362754026
7293	ENSG00000174428	ENSG00000174428	131.7232146	-0.241286158	0.116219747	-2.076120141	0.037882841	0.126018867
7306	ENSG00000106211	ENSG00000106211	222.3557867	0.68536277	0.184290638	3.718923428	0.000200074	0.005676477
7316	ENSG00000186088	ENSG00000186088	337.4961271	-0.264023667	0.098599194	-2.67774671	0.007411924	0.043940789
7319	ENSG00000135211	ENSG00000135211	36.10094676	0.06105076	0.137467854	0.444109355	0.656963523	0.791723545
7368	ENSG00000188175	ENSG00000188175	14.08341168	1.225885555	0.41118674	2.981335326	0.002869944	NA
7429	ENSG00000106261	ENSG00000106261	577.0069116	0.086058669	0.048478739	1.775183715	0.075867558	0.197638108
7450	ENSG00000160813	ENSG00000160813	41.66609795	-0.129690712	0.177465029	-0.730795881	0.46490384	0.641110483
7458	ENSG00000106333	ENSG00000106333	13.03732132	-0.91825352	0.252233897	-3.640484213	0.000272126	NA
7460	ENSG00000106327	ENSG00000106327	90.05866918	0.564929248	0.232136676	2.433606169	0.014949251	0.068973073
7464	ENSG00000172336	ENSG00000172336	58.25002932	0.523010398	0.15348634	3.407537089	0.00065552	0.010808265
7472	ENSG00000087085	ENSG00000087085	37.15057336	1.102529398	0.340493744	3.238031294	0.001203576	0.015149079
